Filename,Cluster
117090 - Actonomy.txt,126
209075 - Sam McCauley Chemists.txt,216
121794 - Campion Insurance.txt,15
110571 - AutoRek.txt,189
112415 - JobLogic.txt,458
211703 - Portima.txt,343
195087 - Rove.txt,338
137905 - Outlook Amusements.txt,150
186270 - Corning Museum of Glass.txt,136
155678 - DeLorean.txt,47
107107 - Hardbacon.txt,16
134259 - Pushnami.txt,328
"177786 - Nexus Technologies, Inc..txt",193
120067 - Deutsche Gesellschaft fБr Cybersicherheit.txt,74
158245 - Cloud for Good.txt,299
186504 - Local Wisdom.txt,248
210709 - NDA Regulatory Service GmbH.txt,108
142883 - CaptureRx.txt,19
172292 - nGuard.txt,180
121895 - MedOne.txt,191
249128 - Think Shift.txt,346
191327 - Glu Company.txt,399
164739 - MASV.io.txt,374
113685 - AP Sensing.txt,35
10292 - Smart City System.txt,86
132584 - StudentUniverse.txt,209
112542 - ITinSell.txt,457
146802 - Savoya.txt,135
206026 - GymBeam.txt,70
149221 - Amerisure Insurance.txt,350
105137 - Icosavax.txt,260
107056 - Locketgo.txt,283
11009 - Ogulo.txt,73
105144 - Edgewise Therapeutics.txt,172
185681 - Power System Engineering.txt,67
218129 - bmpi.txt,51
218129 - bmpi.txt,51
130726 - PersonalizationMall.com.txt,177
162506 - Planit.txt,347
242969 - Rheaume Engineering.txt,200
218129 - bmpi.txt,51
201800 - Computer System Innovations.txt,230
102588 - Urbasolar.txt,433
115268 - Extronics.txt,78
137588 - Gradelink.txt,277
239168 - LGM.txt,413
188650 - Austin Visuals 3D Animation Studio.txt,6
"147766 - Brownells, Inc..txt",94
111104 - jacando.txt,59
18820 - GenCell.txt,62
129497 - Maropost.txt,39
239168 - LGM.txt,413
132166 - SmartAction.txt,122
186270 - Corning Museum of Glass.txt,136
140360 - Naologic.txt,274
136016 - Centric Consulting.txt,91
153671 - Structure Studios.txt,31
117090 - Actonomy.txt,126
190293 - IT Pros.txt,403
12131 - Polyteia.txt,49
131158 - Fulfil.IO.txt,183
178328 - CultureFit.txt,331
151437 - Caveon.txt,157
104640 - Aliro Technologies.txt,192
123740 - eDoc solutions AG.txt,77
206026 - GymBeam.txt,70
104448 - Strider.txt,221
212020 - W P N Chameleon.txt,289
126234 - Bristan.txt,352
131731 - American Association for Cancer Research.txt,432
134259 - Pushnami.txt,328
154873 - Wheelhouse IT.txt,384
11651 - The Mobility House.txt,69
152433 - Boeing Intelligence & Analytics.txt,327
163905 - VERACITY CONSULTING.txt,325
154716 - BioDot.txt,249
192665 - Solera National Bank.txt,266
237802 - Volant Products.txt,21
212020 - W P N Chameleon.txt,289
139124 - Kodiak.txt,427
15931 - Lydia.txt,468
110876 - Ascom Holding.txt,8
210664 - OSSA.txt,184
"177786 - Nexus Technologies, Inc..txt",193
18638 - Inovytec.txt,56
116409 - Jarvis Legal.txt,453
21872 - Argent.txt,298
144553 - Clozd.txt,7
106365 - Saleor Commerce.txt,313
150450 - iGPS.txt,460
107360 - Artscape.txt,4
167998 - JobsMedia.txt,426
168201 - Grindstone.txt,111
211467 - Seeders.txt,66
109867 - Orolia.txt,428
215585 - Gubra.txt,228
129686 - San Diego Padres.txt,257
191182 - Red Valve.txt,0
224273 - Tachodata.txt,18
191389 - Heitmeyer Consulting.txt,92
204840 - Harvey Norman.txt,364
131061 - Format.txt,281
118116 - Strategic Imperatives.txt,152
131208 - Sora.txt,334
150068 - Personnel Data Services Inc.txt,294
224273 - Tachodata.txt,18
120067 - Deutsche Gesellschaft fБr Cybersicherheit.txt,74
112542 - ITinSell.txt,457
130826 - AES Corporation.txt,54
110947 - AutoForm Engineering.txt,20
20456 - Wizer.Me.txt,409
104944 - Tribal Credit.txt,171
109988 - Parkopedia.txt,362
152158 - Medicia Corporation.txt,262
200666 - Streampoint Solutions Inc..txt,290
112826 - Avantgarde.txt,388
166560 - Avo Photonics.txt,167
12516 - Iviso.txt,41
194264 - GPL Technologies.txt,445
136553 - Blue Orange Digital.txt,410
158609 - AVT Simulation.txt,474
166737 - Teguar Computers.txt,120
113116 - Otodo.txt,416
190767 - DLZP Group.txt,134
210061 - oXya.txt,400
145558 - Janeiro Digital.txt,33
143774 - Quartet FS.txt,1
139412 - Certified Languages International.txt,89
242834 - Power Plant Services.txt,123
132584 - StudentUniverse.txt,209
140275 - UEAT.io.txt,392
135853 - Biscom.txt,302
145462 - Connect Tech.txt,381
197646 - Steel Reef Infrastructure.txt,130
187930 - ESTI Consulting Services.txt,141
106546 - Miovision Technologies.txt,310
143774 - Quartet FS.txt,1
19609 - Opinion Stage.txt,9
131442 - Profisee.txt,414
18820 - GenCell.txt,62
188650 - Austin Visuals 3D Animation Studio.txt,6
123745 - A-Tono.txt,318
107107 - Hardbacon.txt,16
17464 - Moffi.txt,444
224168 - ALIUSENERGY.txt,224
111104 - jacando.txt,59
105137 - Icosavax.txt,260
132584 - StudentUniverse.txt,209
193995 - Romet.txt,165
"155920 - Smith, Bucklin & Associates.txt",61
164739 - MASV.io.txt,374
121895 - MedOne.txt,191
193817 - RL Canning.txt,361
164496 - TownSuite Municipal Software.txt,261
17221 - Brigad.txt,462
19656 - Sensority.txt,58
135454 - RocketFuel.txt,90
188650 - Austin Visuals 3D Animation Studio.txt,6
173671 - Pierce Washington Consulting.txt,293
128928 - U.S. News & World Report.txt,-1
109825 - British Land.txt,422
113203 - WIRIS.txt,395
163905 - VERACITY CONSULTING.txt,325
112864 - Geeks.txt,397
221853 - Agile Partner.txt,-1
161252 - Searchbloom.txt,151
213337 - Oderland Webbhotell.txt,36
119214 - EBP.txt,463
210664 - OSSA.txt,184
137292 - CMX (ComplianceMetrix).txt,194
23503 - TreasurySpring.txt,366
21252 - PQShield.txt,435
144054 - Firmatek.txt,405
109376 - congatec.txt,109
142705 - Ascendum Solutions.txt,333
176542 - Vienna Beef.txt,103
116581 - GENTWO.txt,80
187930 - ESTI Consulting Services.txt,141
232290 - Quadrint.txt,469
154716 - BioDot.txt,249
117773 - Rightly.txt,402
198141 - North Star Systems.txt,22
107469 - Giftagram.txt,137
16130 - Shotgun.txt,95
148622 - ProVest LLC.txt,464
129882 - Alexa.com.txt,484
118352 - Navus.txt,227
213337 - Oderland Webbhotell.txt,36
208502 - Kefron.txt,121
112805 - Exception.txt,253
135853 - Biscom.txt,302
111359 - Publitas.com.txt,367
105144 - Edgewise Therapeutics.txt,172
126134 - Neofonie Mobile GmbH.txt,24
110773 - ULTRA.txt,461
215854 - Sereneo.txt,454
244404 - ISAM.txt,156
191389 - Heitmeyer Consulting.txt,92
160722 - MaxLite.txt,250
112805 - Exception.txt,253
171145 - eVerge Group.txt,234
102588 - Urbasolar.txt,433
118034 - Artelys.txt,323
127409 - Continia Software.txt,270
23518 - Calipsa.txt,105
196458 - Lincoln Electric System.txt,68
118116 - Strategic Imperatives.txt,152
114188 - PeopleCert.txt,246
140360 - Naologic.txt,274
211467 - Seeders.txt,66
16310 - Sim&Cure.txt,420
108309 - mappedin.txt,322
100715 - AREM.txt,465
113685 - AP Sensing.txt,35
230064 - MadDog Technology.txt,332
224168 - ALIUSENERGY.txt,224
210664 - OSSA.txt,184
155945 - Carlton Group Limited.txt,353
138185 - Azazie.txt,222
131731 - American Association for Cancer Research.txt,432
211538 - Postnova Analytics.txt,417
219537 - Alerant.txt,107
135865 - Create Music Group.txt,275
114627 - Claromentis.txt,317
113899 - Ubiwhere.txt,288
131208 - Sora.txt,334
109867 - Orolia.txt,428
136386 - Rand McNally.txt,133
167998 - JobsMedia.txt,426
252187 - Source 360.txt,341
121122 - ANP.txt,212
114996 - Preventx.txt,157
110862 - zkipster.txt,229
140360 - Naologic.txt,274
19609 - Opinion Stage.txt,9
208072 - GTD.txt,429
135168 - CaseGlide.txt,284
164229 - Canada Health Infoway.txt,363
210297 - Trymax.txt,93
149757 - The Spice House.txt,104
172292 - nGuard.txt,180
150499 - Addgene.txt,2
207039 - ProspectSoft.txt,182
109867 - Orolia.txt,428
210709 - NDA Regulatory Service GmbH.txt,108
130456 - IdeaScale.txt,256
144054 - Firmatek.txt,405
149221 - Amerisure Insurance.txt,350
139775 - Veradigm.txt,240
166974 - The Mice Groups.txt,371
109855 - Microlise.txt,132
213202 - Fast2.txt,38
131061 - Format.txt,281
177880 - Marstudio.txt,138
178477 - Cornerstone Technologies International.txt,213
170731 - Twin Rivers Technologies.txt,243
200299 - Threat Tec.txt,401
210811 - Katarina.txt,459
"141085 - Aqueduct Technologies, Inc..txt",431
149269 - Docufree.txt,112
132526 - ETF.com.txt,398
115268 - Extronics.txt,78
12131 - Polyteia.txt,49
145583 - TechBlocks.txt,161
213202 - Fast2.txt,38
165199 - Jolera.txt,391
126629 - Munisense.txt,208
136859 - Fingercheck.txt,301
109855 - Microlise.txt,132
132584 - StudentUniverse.txt,209
213337 - Oderland Webbhotell.txt,36
173740 - LifeWorx.txt,197
104640 - Aliro Technologies.txt,192
211709 - Navi Partner Kobenhavn.txt,144
183522 - Translational Drug Development.txt,264
142883 - CaptureRx.txt,19
"150480 - Proxima Clinical Research, Inc..txt",85
168201 - Grindstone.txt,111
119484 - Imprint Social.txt,409
213337 - Oderland Webbhotell.txt,36
112826 - Avantgarde.txt,388
134259 - Pushnami.txt,328
164458 - Software Next Door.txt,452
23600 - Good Sixty.txt,217
110571 - AutoRek.txt,189
113685 - AP Sensing.txt,35
135168 - CaseGlide.txt,284
211538 - Postnova Analytics.txt,417
22826 - Acurable.txt,475
142883 - CaptureRx.txt,19
164229 - Canada Health Infoway.txt,363
155945 - Carlton Group Limited.txt,353
107469 - Giftagram.txt,137
141669 - Welbe.txt,196
172292 - nGuard.txt,180
23465 - Smartr365.txt,335
204896 - SteelSeries.txt,439
185681 - Power System Engineering.txt,67
130645 - simplehuman.txt,245
142705 - Ascendum Solutions.txt,333
130826 - AES Corporation.txt,54
155805 - seoplus+.txt,153
213202 - Fast2.txt,38
171145 - eVerge Group.txt,234
153223 - Synergy Resources.txt,379
195087 - Rove.txt,338
120114 - CreditForce.txt,131
213184 - Your Golf Travel.txt,438
210709 - NDA Regulatory Service GmbH.txt,108
141266 - Free Range Games.txt,29
167982 - Magna-Power Electronics.txt,348
165737 - GeoStabilization International.txt,99
103698 - KAL.txt,368
138396 - Canfield Scientific.txt,198
188662 - Waltonen Engineering.txt,199
106365 - Saleor Commerce.txt,313
16921 - Get.txt,285
113116 - Otodo.txt,416
229768 - Saskatchewan Research Council.txt,128
165145 - BEA Sensors Americas.txt,34
192187 - Canadian Credit Union Association.txt,102
21148 - Konsentus.txt,295
128139 - CBrain.txt,12
152433 - Boeing Intelligence & Analytics.txt,327
164256 - Mecademic.txt,386
187930 - ESTI Consulting Services.txt,141
126275 - Xantaro.txt,55
188662 - Waltonen Engineering.txt,199
213852 - DCM.txt,118
152158 - Medicia Corporation.txt,262
17221 - Brigad.txt,462
150450 - iGPS.txt,460
167719 - Highlight Technologies.txt,303
121122 - ANP.txt,212
"153694 - Cornet Technology, Inc..txt",226
109988 - Parkopedia.txt,362
135332 - Applied Minds.txt,423
252187 - Source 360.txt,341
134950 - Wheaton Van Lines.txt,404
112826 - Avantgarde.txt,388
131158 - Fulfil.IO.txt,183
20267 - MaterialsZone.txt,30
158609 - AVT Simulation.txt,474
150450 - iGPS.txt,460
138185 - Azazie.txt,222
212020 - W P N Chameleon.txt,289
191182 - Red Valve.txt,0
210811 - Katarina.txt,459
188650 - Austin Visuals 3D Animation Studio.txt,6
117773 - Rightly.txt,402
24326 - TickX.txt,169
142705 - Ascendum Solutions.txt,333
207039 - ProspectSoft.txt,182
132166 - SmartAction.txt,122
162247 - Acromove.txt,206
150499 - Addgene.txt,2
166974 - The Mice Groups.txt,371
"177786 - Nexus Technologies, Inc..txt",193
136556 - Computronix.txt,472
134451 - NaviStone.txt,309
18638 - Inovytec.txt,56
"141085 - Aqueduct Technologies, Inc..txt",431
142138 - IDMWorks.txt,179
166737 - Teguar Computers.txt,120
141202 - Grio.txt,142
157599 - VolunteerHub.txt,97
136859 - Fingercheck.txt,301
136140 - Feenics.txt,279
21252 - PQShield.txt,435
12345 - contextflow.txt,83
128877 - LastPass.txt,373
128877 - LastPass.txt,373
131656 - Leap Gaming.txt,26
206217 - PXP Financial.txt,114
132584 - StudentUniverse.txt,209
148622 - ProVest LLC.txt,464
215374 - Softwarehut.txt,455
139124 - Kodiak.txt,427
141857 - Cloudbyz.txt,259
146802 - Savoya.txt,135
135913 - Alaka'i.txt,63
133757 - Tavour.txt,305
135477 - Pure App.txt,304
132714 - Lender Price.txt,306
209880 - Koninklijke De Kuyper.txt,173
170846 - TESCRA.txt,351
132526 - ETF.com.txt,398
168370 - AIKIT Digital.txt,340
167982 - Magna-Power Electronics.txt,348
110571 - AutoRek.txt,189
161959 - Advanced Medical Reviews.txt,201
211538 - Postnova Analytics.txt,417
105144 - Edgewise Therapeutics.txt,172
134621 - Azion.txt,205
204826 - WorldFirst.txt,271
129497 - Maropost.txt,39
219156 - Skylife Engineering.txt,411
136519 - Veros.txt,140
19609 - Opinion Stage.txt,9
210297 - Trymax.txt,93
139412 - Certified Languages International.txt,89
131158 - Fulfil.IO.txt,183
148622 - ProVest LLC.txt,464
153588 - Pani Energy.txt,127
130645 - simplehuman.txt,245
18246 - Upflow.txt,113
156888 - Applied Visions.txt,296
205166 - PayZen.txt,188
155678 - DeLorean.txt,47
143741 - geoLOGIC.txt,315
155945 - Carlton Group Limited.txt,353
131757 - Apifiny.txt,115
115048 - iDalko.txt,443
138743 - PGIM Fixed Income.txt,233
136859 - Fingercheck.txt,301
224273 - Tachodata.txt,18
167998 - JobsMedia.txt,426
237802 - Volant Products.txt,21
165145 - BEA Sensors Americas.txt,34
216000 - VISUAL ENGINEERING.txt,247
132305 - Boomerang.txt,81
131771 - Enzoic.txt,75
141857 - Cloudbyz.txt,259
230064 - MadDog Technology.txt,332
166974 - The Mice Groups.txt,371
163905 - VERACITY CONSULTING.txt,325
"180949 - Virtual Tech Gurus, Inc..txt",164
151052 - Deccan International.txt,166
210061 - oXya.txt,400
190919 - Brady Services.txt,162
24686 - OutThink.txt,436
178328 - CultureFit.txt,331
114996 - Preventx.txt,157
168149 - Bioinformatics Solutions Inc.txt,110
110571 - AutoRek.txt,189
162506 - Planit.txt,347
151914 - List Biological Laboratories.txt,255
210664 - OSSA.txt,184
149302 - RxSafe LLC.txt,214
20267 - MaterialsZone.txt,30
141202 - Grio.txt,142
131208 - Sora.txt,334
105137 - Icosavax.txt,260
215374 - Softwarehut.txt,455
133142 - Viafoura.txt,50
10292 - Smart City System.txt,86
108309 - mappedin.txt,322
143197 - Callahan & Associates.txt,101
139124 - Kodiak.txt,427
218129 - bmpi.txt,51
110571 - AutoRek.txt,189
143197 - Callahan & Associates.txt,101
210061 - oXya.txt,400
224152 - Paranor AG.txt,65
154873 - Wheelhouse IT.txt,384
128139 - CBrain.txt,12
11651 - The Mobility House.txt,69
190293 - IT Pros.txt,403
155945 - Carlton Group Limited.txt,353
110010 - MetaCompliance.txt,3
210709 - NDA Regulatory Service GmbH.txt,108
120616 - Login Consultants.txt,211
117073 - Clinical Microbiomics.txt,265
161959 - Advanced Medical Reviews.txt,201
126275 - Xantaro.txt,55
132584 - StudentUniverse.txt,209
171145 - eVerge Group.txt,234
173740 - LifeWorx.txt,197
155470 - Travelnet Solutions.txt,286
212020 - W P N Chameleon.txt,289
132526 - ETF.com.txt,398
17464 - Moffi.txt,444
109855 - Microlise.txt,132
25338 - Hummingbird Technologies.txt,316
117595 - Dive.txt,204
129686 - San Diego Padres.txt,257
191389 - Heitmeyer Consulting.txt,92
131158 - Fulfil.IO.txt,183
205166 - PayZen.txt,188
195087 - Rove.txt,338
131656 - Leap Gaming.txt,26
128877 - LastPass.txt,373
211467 - Seeders.txt,66
130726 - PersonalizationMall.com.txt,177
146210 - DATABASICS.txt,312
212020 - W P N Chameleon.txt,289
135332 - Applied Minds.txt,423
150068 - Personnel Data Services Inc.txt,294
115268 - Extronics.txt,78
130726 - PersonalizationMall.com.txt,177
164078 - MegaCorp Logistics.txt,-1
23503 - TreasurySpring.txt,366
239168 - LGM.txt,413
153671 - Structure Studios.txt,31
110571 - AutoRek.txt,189
118352 - Navus.txt,227
24585 - Apolitical.txt,478
210709 - NDA Regulatory Service GmbH.txt,108
113678 - BUFF.txt,297
138396 - Canfield Scientific.txt,198
135477 - Pure App.txt,304
209880 - Koninklijke De Kuyper.txt,173
224168 - ALIUSENERGY.txt,224
131208 - Sora.txt,334
11651 - The Mobility House.txt,69
19609 - Opinion Stage.txt,9
25331 - Cognism.txt,263
141371 - Wanderly.txt,210
18397 - himydata.txt,466
115862 - Amido AB.txt,46
131158 - Fulfil.IO.txt,183
210297 - Trymax.txt,93
137763 - mroads.txt,485
116581 - GENTWO.txt,80
225397 - wegewerk.txt,79
213184 - Your Golf Travel.txt,438
183522 - Translational Drug Development.txt,264
140275 - UEAT.io.txt,392
142705 - Ascendum Solutions.txt,333
17221 - Brigad.txt,462
164256 - Mecademic.txt,386
10164 - Proxi.txt,375
108309 - mappedin.txt,322
135041 - Technology Evaluation Centers.txt,476
104448 - Strider.txt,221
135913 - Alaka'i.txt,63
237327 - Bevilacqua Research Corporation.txt,185
167683 - Hook Agency.txt,154
21266 - Clym.txt,155
161371 - Lightology.txt,100
113899 - Ubiwhere.txt,288
168201 - Grindstone.txt,111
183522 - Translational Drug Development.txt,264
115862 - Amido AB.txt,46
12345 - contextflow.txt,83
136703 - Avid Biosciences.txt,254
108117 - Clearpath Robotics.txt,88
172832 - LTVPlus.txt,300
138185 - Azazie.txt,222
139412 - Certified Languages International.txt,89
119307 - DSIT.txt,52
198141 - North Star Systems.txt,22
204896 - SteelSeries.txt,439
171145 - eVerge Group.txt,234
237802 - Volant Products.txt,21
145558 - Janeiro Digital.txt,33
145462 - Connect Tech.txt,381
130536 - Fastcase.txt,44
121794 - Campion Insurance.txt,15
196193 - Rfid Canada.txt,430
211703 - Portima.txt,343
131208 - Sora.txt,334
162247 - Acromove.txt,206
219537 - Alerant.txt,107
201102 - Fast Track.txt,98
129844 - BizLibrary.txt,96
137905 - Outlook Amusements.txt,150
150499 - Addgene.txt,2
152433 - Boeing Intelligence & Analytics.txt,327
136519 - Veros.txt,140
119846 - Sauermann Industrie S.A.txt,441
136966 - SeaSpine.txt,326
"141085 - Aqueduct Technologies, Inc..txt",431
133099 - Globalstar.txt,369
156247 - Fortress Building Products.txt,241
170731 - Twin Rivers Technologies.txt,243
135477 - Pure App.txt,304
102588 - Urbasolar.txt,433
158245 - Cloud for Good.txt,299
135865 - Create Music Group.txt,275
155678 - DeLorean.txt,47
"153694 - Cornet Technology, Inc..txt",226
111301 - Ascendance Flight Technologies.txt,269
152016 - American Auto Shield.txt,280
136966 - SeaSpine.txt,326
141371 - Wanderly.txt,210
250518 - Global Testing.txt,160
161959 - Advanced Medical Reviews.txt,201
150027 - Squeeze Massage.txt,190
207039 - ProspectSoft.txt,182
135369 - EVOTEK.txt,238
135853 - Biscom.txt,302
178328 - CultureFit.txt,331
196458 - Lincoln Electric System.txt,68
151502 - Eventide.txt,278
214538 - CSD ENGINEERS.txt,-1
22232 - Orca Scan.txt,148
215585 - Gubra.txt,228
130645 - simplehuman.txt,245
110876 - Ascom Holding.txt,8
217512 - Klubmodul.txt,17
176475 - The Kenjya-Trusant Group.txt,372
113608 - The Spectator.txt,425
113685 - AP Sensing.txt,35
125639 - XeniT.txt,43
103520 - Essensium.txt,268
230064 - MadDog Technology.txt,332
196458 - Lincoln Electric System.txt,68
144553 - Clozd.txt,7
150427 - Avanti Markets.txt,195
136457 - Mariner.txt,25
136553 - Blue Orange Digital.txt,410
11651 - The Mobility House.txt,69
205166 - PayZen.txt,188
224152 - Paranor AG.txt,65
142748 - IntelliChief.txt,124
163534 - Vertic.txt,344
"157957 - Cambridge Investment Research, Inc..txt",437
127389 - Immeo.txt,13
150027 - Squeeze Massage.txt,190
108117 - Clearpath Robotics.txt,88
14516 - Amplitude Studios.txt,396
165737 - GeoStabilization International.txt,99
153223 - Synergy Resources.txt,379
129882 - Alexa.com.txt,484
"147766 - Brownells, Inc..txt",94
24585 - Apolitical.txt,478
127141 - Scandio.txt,72
190293 - IT Pros.txt,403
167719 - Highlight Technologies.txt,303
190204 - Touch of Life Technologies.txt,119
119885 - Tedial.txt,42
115048 - iDalko.txt,443
121122 - ANP.txt,212
217267 - cdmon.txt,385
207104 - UnternehmerTUM.txt,82
208502 - Kefron.txt,121
197854 - VIPSoftware.txt,242
130536 - Fastcase.txt,44
251635 - Stanfield's.txt,14
204826 - WorldFirst.txt,271
141202 - Grio.txt,142
251635 - Stanfield's.txt,14
143774 - Quartet FS.txt,1
224273 - Tachodata.txt,18
200933 - Bursting Silver.txt,321
237327 - Bevilacqua Research Corporation.txt,185
135168 - CaseGlide.txt,284
212258 - Aviointeriors.txt,314
145869 - Healthcare IT Leaders.txt,251
126134 - Neofonie Mobile GmbH.txt,24
240425 - American Welding Society.txt,236
130536 - Fastcase.txt,44
136336 - TechnoMile.txt,287
191182 - Red Valve.txt,0
134451 - NaviStone.txt,309
136966 - SeaSpine.txt,326
145462 - Connect Tech.txt,381
215134 - Sinara.txt,276
131061 - Format.txt,281
139582 - Stream Companies.txt,149
129844 - BizLibrary.txt,96
104640 - Aliro Technologies.txt,192
140275 - UEAT.io.txt,392
215585 - Gubra.txt,228
158939 - IKUSI.txt,412
141266 - Free Range Games.txt,29
113685 - AP Sensing.txt,35
18368 - Murfy.txt,467
172832 - LTVPlus.txt,300
234563 - White Pants Agency.txt,174
18246 - Upflow.txt,113
112826 - Avantgarde.txt,388
188662 - Waltonen Engineering.txt,199
121177 - Wickham Laboratories.txt,159
138743 - PGIM Fixed Income.txt,233
218715 - Scienta.txt,10
17464 - Moffi.txt,444
166974 - The Mice Groups.txt,371
119846 - Sauermann Industrie S.A.txt,441
194759 - Zel Technologies.txt,479
16130 - Shotgun.txt,95
128981 - Walt Disney Animation Studios.txt,434
139790 - BCM One.txt,383
176475 - The Kenjya-Trusant Group.txt,372
218252 - Nazaries IT.txt,387
207039 - ProspectSoft.txt,182
223442 - ethcon.txt,87
157599 - VolunteerHub.txt,97
146802 - Savoya.txt,135
155805 - seoplus+.txt,153
149757 - The Spice House.txt,104
197854 - VIPSoftware.txt,242
152433 - Boeing Intelligence & Analytics.txt,327
121177 - Wickham Laboratories.txt,159
132166 - SmartAction.txt,122
199396 - Seneca Holdings.txt,267
153703 - Policy Reporter.txt,170
104448 - Strider.txt,221
133142 - Viafoura.txt,50
"147766 - Brownells, Inc..txt",94
149757 - The Spice House.txt,104
145583 - TechBlocks.txt,161
157599 - VolunteerHub.txt,97
112415 - JobLogic.txt,458
102173 - MyBuilder.txt,202
24686 - OutThink.txt,436
208502 - Kefron.txt,121
136016 - Centric Consulting.txt,91
22826 - Acurable.txt,475
105328 - Schrodinger.txt,440
128877 - LastPass.txt,373
242969 - Rheaume Engineering.txt,200
244345 - IO Datasphere.txt,486
158939 - IKUSI.txt,412
135913 - Alaka'i.txt,63
224152 - Paranor AG.txt,65
117899 - HolidayCheck Group.txt,57
217512 - Klubmodul.txt,17
117899 - HolidayCheck Group.txt,57
111301 - Ascendance Flight Technologies.txt,269
209075 - Sam McCauley Chemists.txt,216
217512 - Klubmodul.txt,17
110773 - ULTRA.txt,461
113116 - Otodo.txt,416
111591 - EveryMatrix.txt,71
18246 - Upflow.txt,113
23518 - Calipsa.txt,105
143197 - Callahan & Associates.txt,101
190767 - DLZP Group.txt,134
224273 - Tachodata.txt,18
145558 - Janeiro Digital.txt,33
179891 - CentrAlert.txt,272
118352 - Navus.txt,227
130456 - IdeaScale.txt,256
145462 - Connect Tech.txt,381
139790 - BCM One.txt,383
188650 - Austin Visuals 3D Animation Studio.txt,6
134664 - Clarity Software Solutions.txt,480
212020 - W P N Chameleon.txt,289
190204 - Touch of Life Technologies.txt,119
153588 - Pani Energy.txt,127
110010 - MetaCompliance.txt,3
186270 - Corning Museum of Glass.txt,136
112826 - Avantgarde.txt,388
150499 - Addgene.txt,2
155805 - seoplus+.txt,153
109855 - Microlise.txt,132
170846 - TESCRA.txt,351
117899 - HolidayCheck Group.txt,57
106641 - ATTAbotics.txt,421
150499 - Addgene.txt,2
139775 - Veradigm.txt,240
145285 - Airstream.txt,356
219537 - Alerant.txt,107
127389 - Immeo.txt,13
107469 - Giftagram.txt,137
141202 - Grio.txt,142
149376 - Chromatic.txt,175
178477 - Cornerstone Technologies International.txt,213
110876 - Ascom Holding.txt,8
130525 - MGM Studios.txt,482
139775 - Veradigm.txt,240
105328 - Schrodinger.txt,440
106365 - Saleor Commerce.txt,313
190156 - SynGlyphX.txt,394
117899 - HolidayCheck Group.txt,57
154651 - Examine.txt,11
140732 - MBX Systems.txt,382
111161 - Zankyou.txt,407
132528 - Rugs USA.txt,244
176475 - The Kenjya-Trusant Group.txt,372
149376 - Chromatic.txt,175
205166 - PayZen.txt,188
161959 - Advanced Medical Reviews.txt,201
21903 - FarmaTrust.txt,339
118116 - Strategic Imperatives.txt,152
130525 - MGM Studios.txt,482
"150480 - Proxima Clinical Research, Inc..txt",85
250518 - Global Testing.txt,160
156247 - Fortress Building Products.txt,241
140275 - UEAT.io.txt,392
153588 - Pani Energy.txt,127
224273 - Tachodata.txt,18
237327 - Bevilacqua Research Corporation.txt,185
210974 - AMIS.txt,225
"161519 - Midrex Technologies, Inc..txt",129
211709 - Navi Partner Kobenhavn.txt,144
191327 - Glu Company.txt,399
108644 - Crowdlinker.txt,84
117747 - E-Drive Technology.txt,23
135094 - OHO Interactive.txt,143
140360 - Naologic.txt,274
126134 - Neofonie Mobile GmbH.txt,24
20134 - Secret Double Octopus.txt,117
162247 - Acromove.txt,206
105432 - Xometry.txt,481
224168 - ALIUSENERGY.txt,224
118798 - Yatta.txt,456
12516 - Iviso.txt,41
137292 - CMX (ComplianceMetrix).txt,194
217267 - cdmon.txt,385
107107 - Hardbacon.txt,16
134950 - Wheaton Van Lines.txt,404
108724 - Relay.txt,477
25331 - Cognism.txt,263
139725 - Innovecs.txt,470
102051 - ISVWorld.txt,158
131731 - American Association for Cancer Research.txt,432
139564 - dpi.txt,377
139412 - Certified Languages International.txt,89
143741 - geoLOGIC.txt,315
103698 - KAL.txt,368
219156 - Skylife Engineering.txt,411
141857 - Cloudbyz.txt,259
166560 - Avo Photonics.txt,167
212258 - Aviointeriors.txt,314
158245 - Cloud for Good.txt,299
135913 - Alaka'i.txt,63
153110 - The Key.txt,406
139775 - Veradigm.txt,240
109376 - congatec.txt,109
106365 - Saleor Commerce.txt,313
139790 - BCM One.txt,383
100715 - AREM.txt,465
153188 - Invoice Home.txt,358
145869 - Healthcare IT Leaders.txt,251
141857 - Cloudbyz.txt,259
106987 - CheckSammy.txt,163
143774 - Quartet FS.txt,1
136016 - Centric Consulting.txt,91
109988 - Parkopedia.txt,362
114996 - Preventx.txt,157
112805 - Exception.txt,253
223442 - ethcon.txt,87
218129 - bmpi.txt,51
139412 - Certified Languages International.txt,89
113678 - BUFF.txt,297
192665 - Solera National Bank.txt,266
155678 - DeLorean.txt,47
163534 - Vertic.txt,344
198141 - North Star Systems.txt,22
110571 - AutoRek.txt,189
25331 - Cognism.txt,263
117073 - Clinical Microbiomics.txt,265
143197 - Callahan & Associates.txt,101
129281 - Mindvalley.txt,419
166737 - Teguar Computers.txt,120
131757 - Apifiny.txt,115
137905 - Outlook Amusements.txt,150
201102 - Fast Track.txt,98
102588 - Urbasolar.txt,433
130645 - simplehuman.txt,245
183522 - Translational Drug Development.txt,264
117090 - Actonomy.txt,126
153110 - The Key.txt,406
137292 - CMX (ComplianceMetrix).txt,194
194264 - GPL Technologies.txt,445
153188 - Invoice Home.txt,358
119307 - DSIT.txt,52
